elbow,elbow_flare,hip,shoulder_elevation,body_line,elbow_velocity,hip_velocity,time_in_phase,rep_number,elbow_drift,hip_drift,velocity_trend,rolling_elbow_5,rolling_hip_5,phase,form_quality,phase_enc
154.10310735361534,17.54880006129411,146.63653336353448,30.962542761157675,14.097628576401343,-59.31564476224476,154.0317172524353,3.0540178067522055,8,-21.033734889861567,2.1816223063737716,3.9982112902286024,82.92598975611138,169.13403528572627,mid,hip_sag,1
135.44017232624194,15.598290081485523,113.47298779978087,13.789287374123543,1.30536171529363,-122.52611952575546,-201.22242234515375,0.2834304680410733,2,-42.312298372817665,-55.929989157086894,-106.72618763372628,98.34821707653836,88.5828633669489,mid,hip_sag,1
67.04256363421023,24.836947812071774,173.28487751597342,4.570638621927446,3.5805958487105443,-225.41105009821814,7.200806152922782,0.18529747774341376,7,-3.225419491638152,-5.105399774509534,-208.2228680268753,83.75875846445825,169.44116067583806,down,hip_sag,0
143.59453361489588,0.7795506810883066,170.42707242373223,39.32928374717788,21.629033349960515,204.64454512993518,12.781362856426528,0.17792524521561448,8,-32.854565296807294,19.132640618654264,145.9094101957297,77.9868814731048,107.83932746350976,mid,hip_sag,1
133.81178524780285,13.919082101938203,99.39734493730556,47.15563583367009,49.954246893641496,135.26469377472472,24.907812421063614,0.368136229466536,2,-21.976902504280826,-70.75992675419296,43.54318105819716,101.40196516840967,88.18027499568237,mid,hip_sag,1
105.32340152379086,32.36361641259042,173.6540866105176,23.448293688292612,25.686963497292993,-180.95999317416437,-1.8986581494070727,0.0750424313444821,7,-68.06334539076074,20.057322263804103,-93.30514879354811,74.78879669513968,102.62667178679098,mid,hip_sag,1
117.15131593195184,26.199499673693172,141.37910584916045,2.4154428712758373,48.5423026098115,-159.44514025966166,-31.8035315049822,0.18169398734625564,14,-53.006892836125274,-15.68367813351163,-98.0738153745884,86.62229058396176,152.21620371312713,mid,hip_sag,1
161.5665290503845,29.656318569427082,152.82274363374427,50.23516596282235,30.42389846278442,252.43712823795695,-28.393780484234924,0.18191022945438792,15,-15.151984480848633,-28.90439571773954,60.00584069487329,82.06682614416974,141.4407356931148,mid,hip_sag,1
139.41558292782491,26.660881692467644,146.3623746983887,35.47317420949188,7.869019869405182,168.16281163935295,288.7437875245407,0.3597864041182808,3,-36.29487932903628,2.162285706029377,15.913041763891956,82.6199272529926,85.67628805142198,mid,hip_sag,1
160.2865007368604,18.859264799894504,165.6242705872188,34.37562525420119,0.0,167.39122167067896,-21.556123199863382,0.44559909074665577,9,-16.433728176776874,24.326300703317646,154.71606695506725,81.44200133000038,171.94663442561006,mid,hip_sag,1
168.37864110069935,15.86483457883313,70.42850060925545,15.12244273686861,47.7854023551227,12.265416642641577,11.760619133082447,1.8787418447423272,8,1.6385610329261397,-89.37944446318357,2.987830707822143,84.57233599502234,173.85366483203336,mid,hip_sag,1
70.3735197333496,23.360029365422047,157.63340562135357,0.0,2.0669961962738563,-214.9448976130572,18.88741895417317,0.07755862367013694,8,-7.876177168939066,-2.1564295823266177,-174.86766971272962,82.79811488518767,168.99321878275995,down,hip_sag,0
134.12783198753468,10.015072235024752,125.27672076030143,45.43255002312987,32.915625985787706,-106.92147980172548,-152.9643384054428,0.1804831443305181,1,-47.53713150752627,-50.45329227683738,-45.70561098889335,99.0113474260075,90.40004120003866,mid,hip_sag,1
160.19858025960517,19.228747935127945,84.90058568819275,18.898595580959498,50.0,-25.606367700108773,58.037124960040714,2.325357535995838,8,-2.7791895476389143,-68.13566643875745,9.002407085984112,82.61555792249811,175.0459488342794,mid,hip_sag,1
123.38882440607732,20.948246099887477,126.35987279623399,23.87745169352577,9.984359284234085,-62.459177706782995,79.97490324386378,0.6531401060687754,1,-47.34909691089223,-36.138182719645705,-9.231688416960266,97.98332228066901,95.01545884607859,mid,hip_sag,1
117.85805973726112,17.1221104891465,81.39482078495132,18.067812887443075,50.0,102.10641560633184,-59.95456617858446,0.0,3,-58.96099700947757,-76.57403166926798,-44.12884647706567,98.32647904035288,112.18684413903847,mid,hip_sag,1
117.76845199119782,1.7576813183015099,123.68194547724049,21.54741083564528,0.0,-130.08901978796743,-192.614090980492,0.3435128029834236,2,-52.68748447622678,-52.15813040667603,-84.17034138202916,99.74561441234931,108.9201781766264,mid,hip_sag,1
139.5694751830382,38.93525478467252,105.09451307657703,49.32488143721242,34.67183448323274,183.68408603966407,-156.09997178616445,0.064683042708022,14,-29.640474386194093,-51.58895167758036,-85.94645518783192,85.06864884999865,146.21685263441222,mid,hip_sag,1
120.08954831944844,17.91803572735306,129.23206747696707,26.934758802567284,22.899607070429326,113.43413577705758,109.72927050025523,0.42722155707992576,3,-53.472123381402916,-38.21786573671368,62.00774593704721,100.39982769621129,115.0121153754277,mid,hip_sag,1
100.89024404123883,38.5336826416283,104.11916259845604,22.53623205592285,37.07280425346134,13.286040028027692,-187.0235603330226,0.8569621781986094,5,17.6738027569925,-13.912471831055953,-55.79948884188176,82.02572596294645,82.76036821874158,down,hip_sag,0
50.0,12.256695551036787,163.5461544373558,0.752604077889484,1.0321508872096745,-237.40996332530227,96.74740218030108,0.0,17,-147.57172466191565,-2.4578480945491066,-182.44410290773314,89.47556358787892,142.4024736335443,mid,hip_sag,1
115.5985266246381,1.4862849491078969,177.52060624387005,34.923766058496376,4.235983264859273,188.57844385830927,135.376188146097,0.11908076357926975,7,-60.17130107955229,37.258601049564234,51.057934773463636,76.82965929607305,100.62038823425122,mid,hip_sag,1
139.60983487221796,17.070885601686545,110.35025215160613,31.912322111614287,47.21209261953663,72.67944386071166,-8.348308726255494,0.0,2,-35.30532086777979,-70.12377622591515,-31.16507609106024,96.436802390656,80.93111857939883,mid,hip_sag,1
172.94535316945374,16.554052856737933,98.7735620649697,22.010683384421398,46.4509350083059,3.7061694401583383,113.57064806862026,2.509948086144022,7,-6.9424028348019835,-49.707239427915155,1.665627988566043,82.13926620919203,171.09470821421704,mid,hip_sag,1
76.54985804826615,27.170759504308048,75.2893291255029,9.578901015902353,34.578699289198426,-34.59870616158715,-281.578456043592,0.4100752432353987,3,-2.090552392259106,-22.111791723099245,-73.27400551670735,79.70497226122325,70.21690224070264,down,hip_sag,0
106.55539973033244,3.5728016828456566,130.73617765621145,17.47155060498532,6.1130346070482995,-132.90534275182156,-116.65482229388472,0.4855702492296202,3,-62.52179736879817,-40.51177508892307,-116.02353906228744,97.83828277347828,114.41919955033117,mid,hip_sag,1
133.98865848146912,16.416079774679414,172.6347329668378,25.987563444903373,0.0,-43.963312458333604,23.065343605896604,0.11689864524274543,3,-30.084618746192255,0.26623188980386736,-13.944401371293285,98.31424069884291,108.72245880166359,mid,hip_sag,1
164.33402575054114,17.527081443877154,75.35062333965229,16.338118251613608,50.0,-16.162593513894972,-10.046405043561139,0.4931630956436006,8,3.883700927678042,-81.96538516579017,-15.640552149965716,79.65473205317095,170.9530483159554,mid,hip_sag,1
91.89077935636129,4.890210261672987,69.09444221602573,0.0,14.64216740001701,-118.95403981649413,-149.09153888181393,0.0,2,58.78965220141184,-15.070681920367115,-99.40584676294326,99.18057323678656,86.97639972369097,down,hip_sag,0
88.04695749303332,0.0,104.39977479976392,1.8873667805127234,13.145580634664451,-97.79319089173069,-68.49870642179445,0.4914056824733217,3,3.440150414186534,7.46614324149414,-125.44070755962602,98.55587918278738,112.78617328752468,down,hip_sag,0
105.33598831224023,7.370261611916714,165.51307287576444,38.72417743506538,16.444804818882268,151.81738540621038,86.36465411529494,0.0,8,-54.29031260849142,25.05054616425091,22.989996983508597,75.77948372721168,103.78286041617872,mid,hip_sag,1
50.0,13.316388301645386,170.51481795283536,5.110001122221978,2.056685537120451,-207.9117534306798,96.56335375398854,0.0,16,-148.92524789649988,6.073832149472938,-185.0965477394511,90.77302160899791,141.83519963677955,mid,hip_sag,1
105.26007996863045,13.265435592961529,180.0,21.389294826841972,13.097860572869799,106.58313249668949,-11.419247729735666,0.06042638044901377,7,-62.34444076453189,22.628171322064762,-39.18708127060927,79.62111387145409,178.24606920926544,mid,hip_sag,1
100.57361701623813,37.47878008560038,155.70604285031797,16.26660225292305,48.58322050380525,-195.9486836689478,-101.00611049779177,0.0726755661942911,7,21.446295544011768,18.836564277030924,-143.3584933160035,77.7210841577369,118.6068154877973,down,hip_sag,0
140.25150286445134,13.970191224636514,98.36230890274408,33.30762323411629,44.34827357184148,181.5026754311168,28.47999861665086,0.16115327810154823,2,-27.3145292762254,-69.9885742292157,-10.628913706198569,97.26738285384108,92.121423659407,mid,hip_sag,1
134.61718545845414,8.624607891937059,153.34129035270848,26.709904092021713,4.341249762767029,-90.22523127327403,-39.59983206223308,0.3500320876698584,2,-46.92089091911813,-10.295744432563309,-50.584542149410424,98.85249680117951,111.24251306999818,mid,hip_sag,1
121.68941256097665,16.118889218239875,141.61057257478703,22.083551340541447,2.9661498947186344,-53.7501349858614,131.51380865049163,0.5749612089931309,2,-49.222247814950485,-29.654608351226422,16.12856805810997,99.89643255815687,92.25472129790577,mid,hip_sag,1
168.11107353179693,19.34143298640408,79.54138764775674,21.196487390186746,49.01684066610194,25.142537506254317,-19.37911000772592,0.579620412440873,8,2.891865622731971,-70.95986695537863,-27.76403657230574,81.20397487820881,174.54882212863856,mid,hip_sag,1
121.37597378842733,20.098297672702817,130.43346170998956,22.015643578777883,10.547296987759855,-78.11603282750028,115.04515623493452,0.4511777253119935,1,-45.78084770537133,-39.04394447878138,-8.531801526038008,99.07192965490545,103.43706341843078,mid,hip_sag,1
167.25758610150658,15.254777548045062,67.21336219161458,15.31195367698972,47.26340303570115,2.3271020259160977,31.997776274015038,1.8418123181969641,8,-3.033861435237711,-73.20958972633048,1.9093176217201449,82.04896647028421,165.83471741508214,mid,hip_sag,1
113.02871296379692,1.3713622277747173,127.55662300917898,18.600478423479444,7.288859757130204,-134.73874107630405,-118.91997100983124,0.4621857716564552,3,-58.469560552645845,-30.25506102647276,-111.80360171359385,100.18636908708608,114.28134717398183,mid,hip_sag,1
122.87098063876701,12.226540052771142,122.68351327887389,26.625038173788838,18.758167752055645,-53.183496019197925,100.45886059832057,0.7400403531384356,2,-56.132153876386994,-36.610564604209365,48.38421235207591,94.27989161942158,95.52164200890199,mid,hip_sag,1
105.70470194100511,8.128834096132165,176.07695781140612,16.959906628895993,8.952510940743428,79.37688732757694,24.837881481499412,0.1191560827404025,8,-68.94022433948142,28.82915568214712,-95.51950091132163,81.2122995571592,171.66806648515444,mid,hip_sag,1
61.86433027961818,20.739208082288563,180.0,0.0,2.1286809124997674,-233.64549038280236,-27.12121629550387,0.20746408126517435,9,-4.241709049426993,6.152001284311572,-187.57419368994303,82.0709721351082,172.69895806369968,down,hip_sag,0
86.0412036040672,5.365489621322822,180.0,14.6023224766626,10.045630946841602,21.458069698314677,23.37111528311626,0.08431973191324726,9,-79.51849262846655,18.319385864489337,-124.64089263500111,83.23395854732847,176.91548363580765,mid,hip_sag,1
99.33927621694535,10.809887183307662,108.92707436365306,3.8897327110997297,7.897600837741817,-71.73215792409052,-109.48204049248423,0.0,3,9.359070616703345,-2.021740834631716,-106.83182639770484,79.0942925860616,75.60955444508085,down,hip_sag,0
136.14624928280512,12.93905725172221,93.42962733832627,14.75065999587135,15.229414622829111,40.063418804072114,-65.0568200935894,0.03896860323512949,1,-28.84192752106193,-76.42555416320931,-103.61871770203193,98.4319605549306,97.09653404305654,mid,hip_sag,1
147.09082967918462,6.114627290389896,150.5824180426127,49.84136843371993,9.638127896018295,-59.098482226379154,69.29533441400137,0.2060970883011038,7,-24.13118542397297,1.0423848935488191,-54.352395916703024,76.47212402087301,105.06529558113637,mid,hip_sag,1
64.87888904958771,29.228936234248923,130.6500954131093,4.327106506566988,40.66985867469937,-158.19647147276203,-131.88210965974704,0.2078033863304795,7,-14.51551298422607,-18.495815136585293,-176.25602610172442,75.55400825435613,115.72039683320115,down,hip_sag,0
100.78915300513906,35.802177442671415,168.09795842823465,0.0,14.444098555765201,-77.69253033606267,135.46062764749882,0.0,3,16.01479059413764,63.0205342495385,-95.87730207205871,79.61765195468126,87.23373750225376,down,hip_sag,0
64.50680964079223,40.46107294223499,144.59314527320413,0.0,47.460253481724635,-205.23878667119573,-61.800148603299974,0.20398278331606867,7,-14.835353002800932,-8.62625684631075,-201.43159502059515,75.42702461091334,114.64634244309745,down,hip_sag,0
164.5531097980741,14.459260768719647,70.83614693641518,22.813441265380007,50.0,8.02129190351214,-29.190618445768983,0.550351919168291,7,-2.8932145086063894,-82.83353898807637,-27.675761942855786,85.41226405651399,174.98492530889217,mid,hip_sag,1
131.04962634192552,0.6715278466953986,139.98295116939008,32.78233669548379,11.248917284969014,-90.78204177561182,5.680654057165258,0.0,14,-33.00415302500285,-34.19712105043636,-50.88265974112646,83.86421214904915,151.64731242622815,mid,hip_sag,1
171.27393006502214,16.997445629121856,75.01085212125405,18.559179422891443,50.0,19.777175405821765,-10.054333544518554,2.0989940672688023,9,1.6952183268389904,-68.7807902218114,-6.1282987745919915,82.31994054106931,174.9379503989447,mid,hip_sag,1
137.89110542950664,25.95076148710311,180.0,25.56685517912772,0.07380923180408994,-87.00801354122062,186.2583054375704,3.0526598746493088,9,-33.051270604152236,20.70451895482682,-30.984821546355604,80.45625078386995,172.10478306276212,mid,hip_sag,1
137.66686196983778,27.957646821819502,128.58474906015152,27.247854364601512,26.185205776034522,-3.111289988178587,69.23810723429048,0.6748849691805272,1,-45.64837552666958,-33.473532347364895,-31.28460430468773,97.60035483006764,89.80904964953432,mid,hip_sag,1
163.92476018919334,15.291682456382713,163.19859045565477,35.59603236953205,7.787338040212826,131.3746212079494,76.43457586935305,1.181522271004424,3,-13.502195796265552,-15.628756400715412,29.30938173276903,99.81210134716036,91.13628191801506,mid,hip_sag,1
84.11343913033909,33.71428986050091,170.02724970285553,4.989119807215615,0.0,-0.8117202015624387,21.45663428748523,0.18575839757283638,5,-84.43776028045251,16.476478551414854,-23.651988280110942,75.49553718907471,121.3771198830296,mid,shallow,1
142.79832353649527,24.484791682604783,162.94189759790476,38.90660950375144,0.0,235.0948400276876,-34.88053706363242,1.3746181697602897,6,-23.639610488961516,-6.501923413620813,123.35167720577721,106.64834155598338,122.38663523133998,mid,shallow,1
70.54117539531714,11.32321466745708,171.0995113737731,0.0,4.442126984310306,30.846053341459225,57.86351842131011,0.13036368372667972,6,-106.68983564910143,-2.215249069293052,47.584147725191684,104.40370700451099,117.66069889115434,mid,shallow,1
71.86643402263017,15.273154126691573,168.29588867021883,0.18470305303631696,9.720298345519913,-11.130344697102963,-40.29924202245403,0.8888162467647195,6,-117.24054129203745,-7.02039888055441,-31.28513624519404,102.624990778614,117.7768381245505,mid,shallow,1
126.8131460287179,15.068590623891799,128.52825501543677,12.680130461793064,0.0,126.24522721828961,-124.98678455382274,0.7452412390684412,5,-46.03257088572557,-23.329337393097184,67.0938464240175,74.62974231928158,120.17328635928169,mid,shallow,1
132.0233789226788,15.3818075692042,122.96521177374575,12.0400307557225,0.0,142.74630704768796,-148.52996789290748,0.7251397873197433,5,-38.690991298962196,-17.77520566570979,104.39201282038417,78.9638020605853,125.88598134352173,mid,shallow,1
95.51350447130699,25.163167016819223,164.9380774688722,18.729266548937257,14.147191130293656,-73.0668235450805,8.138564444753374,0.09910114293007115,6,22.041696340291615,-11.108638356757076,-120.46336449509582,78.08595347592193,172.48698921094473,down,shallow,0
105.77340815642621,14.16740666715945,169.42262762501736,7.880646181981946,0.5124648207449127,61.03627527099743,-18.42064850314175,0.49544870107304806,5,-68.57004425179161,10.675029614265512,-11.69524224089688,76.25442873579928,122.67116449049225,mid,shallow,1
157.5329492421302,22.48301164485542,142.94109773104742,16.449268685056666,0.0,147.51245806668317,-91.01896185748973,0.7499568304817077,5,-11.416242254284784,-13.954329608628589,120.18174307369999,77.7077722915304,125.18661564832183,mid,shallow,1
179.32351101788097,24.421938788316595,149.73331406481083,30.14215576262493,23.298429652893688,-28.14191908939964,-18.420460348144083,2.7860659841502815,6,16.005282179862913,-1.2905397710678346,3.108659302473776,78.14808187018069,172.98218787266197,up,shallow,2
130.73953588843253,15.541298690450217,140.6701023590083,42.726298630521455,10.608329076962615,231.75662949305246,-105.24695727471438,1.260754861646362,6,-46.90355553822008,-29.254924062393595,132.04465905818842,105.66467416051093,115.45681591453591,mid,shallow,1
61.72040937353528,33.712357243326984,161.298518072624,2.3461412939438153,26.485418775429203,-26.643419168926734,-10.893606367564288,0.46847653333552935,6,-107.92758133341772,-10.44928212649753,23.727651918566643,104.55960972546349,123.1858548128886,mid,shallow,1
79.64305031588555,13.06227937569441,117.59814864919791,10.529704487601085,13.495674149744767,40.89097708419325,-190.67513243091324,1.009862002691696,6,-100.99703523760883,-56.140945496522384,-1.8921189878825757,108.47204898027536,123.89249066456748,mid,shallow,1
101.81505843357755,28.285305827910737,165.62888335237733,21.34071522427104,18.08834465389866,-44.83109244633745,19.13045867249449,0.08323856611139685,6,22.619521200352107,-15.053596935272177,-93.31358429142408,76.3889779318564,173.47008224325356,down,shallow,0
141.56073389457185,48.67799623163533,173.4553666546295,31.413328054681415,7.262383005497685,125.51201737183304,41.89655146743093,0.3278733916466341,6,-33.10495934168093,22.936365966710152,63.13505587118175,78.82451072443662,166.6790723599697,mid,shallow,1
73.74193498147102,18.877106370141135,178.9360853372978,1.6082711816367565,19.004575965722502,21.89830463246539,156.92721923495168,0.10208334700903104,6,20.715363884281505,109.65379709048376,106.10262456615841,106.68125450733932,118.48371499292,down,shallow,0
153.83235815407437,24.512132440926273,156.61697360046608,31.42301416844138,14.747341629683799,-66.99365001931675,213.74357280792213,0.10688636203890613,6,-15.347998714742976,10.574942309317942,-37.16390350426707,75.20841896982574,172.74565010072382,mid,shallow,1
133.35897994894373,16.76625303048633,154.76880679189375,41.10107179736099,4.644754219289816,-83.08974893069669,-58.31268138117188,0.2281017763116554,5,-31.420806393460712,2.8118436042329353,-70.70183946634285,73.56160690134216,119.65823335286848,mid,shallow,1
165.3077020752201,27.08204940196333,150.8606599951874,25.14382964012868,7.949717400530554,3.3138181583915083,-7.1134371010594215,2.9464159440835087,6,2.144806585882195,1.7798805244539015,5.234772961902323,77.74561293453442,178.2020301936071,up,shallow,2
59.457613389988076,13.318707912741676,169.38929403869605,0.0,3.479208064818964,26.046276319008797,18.981779362193617,0.3210519567733401,6,-115.19670597331347,-0.8984139167210148,19.105060912212092,106.8708594902614,116.39637174345724,mid,shallow,1
90.34940897495022,20.320803617589274,171.67244006567134,5.082089226892123,1.3784763254910581,63.83599816219203,-5.0533449785671545,0.3426592303478774,5,-71.58754066523515,10.352825118480109,10.84814649828472,74.67567423137224,122.89735407566619,mid,shallow,1
51.50937062918927,32.23162865963425,155.36859164002848,5.263344425793827,28.182262300418806,-75.42417865850578,-76.82964370488733,0.7862762402356686,6,-128.89979336050453,-7.401127342892026,-24.73218947420883,103.84503730986438,112.59785583429046,mid,shallow,1
95.22695963768543,33.15556099306452,169.0157059419641,0.0,0.0,27.41233968405849,40.61732230044309,0.14238076203220384,5,-86.95567888905728,17.787845065766838,-34.708754734982,75.6564876376806,123.28065974382599,mid,shallow,1
177.14493221037844,25.23706242281086,151.13198526838306,31.26824648960183,13.2038291466944,8.570177078189417,3.806406208884799,2.9632787681120183,6,18.155886632381815,-2.1673299744704164,-3.255531679120485,75.15125648838566,169.55114566665637,up,shallow,2
94.00798684598581,21.836128085219844,86.18761844522776,15.208983403842419,37.28003713416829,148.81035508347176,-220.66931035470054,1.0035882992943939,6,-75.8964097200312,-80.41684716799355,-7.420964456852963,101.60921215354433,120.72709438225954,mid,shallow,1
175.92336788576588,24.393392806656774,149.6858050287175,36.55861574246854,16.960771713656968,-29.589244085073986,4.186700841602917,2.820382940944286,6,0.6265926596823146,0.1766815914645552,-5.307043545522296,78.48173906053003,170.94986662284876,up,shallow,2
161.92598780825728,24.429253010215106,173.56628077756176,46.45162527801959,7.700683382825234,198.3442671803919,257.6558043469988,1.4748302282907075,6,-12.397218597539673,2.6699467114098985,163.8877029693103,106.0336450227734,118.97743988168705,mid,shallow,1
126.85054887049483,28.01301972735126,163.77365016754163,24.511180137332826,7.849546268232325,-100.19511690779841,35.16490351199334,0.40370879536661686,6,-34.566544537010216,15.521828955284645,-51.982983849778435,75.17988497898612,168.8745459368171,mid,shallow,1
101.25532076590798,32.4755647097172,156.65255740680837,20.856072354020647,15.078244198472024,-5.87319628607456,1.158262256199035,0.21322434924899347,6,39.87307134001039,-16.93871187615984,-83.18444540664888,77.95975983891023,169.51962133695278,down,shallow,0
72.49389622334233,21.511677903223852,172.58934418583374,1.6612710628318346,10.044502444435153,37.361604508561314,103.25571785968646,0.2732239299586248,6,28.649150909300406,92.7908608703102,76.03826258499049,106.50842610628109,114.79552291167309,down,shallow,0
94.6321139196525,34.27020774697221,167.38445610022436,0.0,0.0,-17.719057488334858,5.367988292837868,0.11834705040355717,5,-82.17039506207225,14.416277042528248,11.103338834796128,77.65584187460803,123.34727390084774,mid,shallow,1
178.82363885602356,24.61384959930531,151.8326723501443,30.925266754853197,17.58465216836475,7.859045402967178,25.82787825800353,2.7581502780675695,6,6.179447627366131,-0.23421459534288014,3.6603958745927887,77.83924881375901,171.222165278158,up,shallow,2
112.5437990352597,13.419762449640206,173.3017131173172,9.74708506300573,0.6758128554720829,82.57597318338438,4.585466913754968,0.5758975418690606,5,-61.81776192862418,20.45161875351807,47.612222907722675,78.14787557158988,119.50195081125658,mid,shallow,1
59.70810911892231,28.214213732629414,174.95925000171857,1.748702404855638,4.467972027824255,13.107198777058262,72.66379982419599,0.006485525025199813,6,-109.46757465675411,11.21351294267538,69.88948992034275,104.14966916357305,115.47755295463087,mid,shallow,1
167.68180436645466,23.520699257121656,149.0177744746534,32.57050355343189,22.057657433819067,-47.80915332001703,128.22524030822544,0.05728983340938439,6,-9.74126714498333,-2.558756938225649,-5.799320464965562,78.97072329760496,170.93815113234587,mid,shallow,1
180.0,25.11091530353761,148.76247162408285,25.992805572197494,17.64108661519827,15.832879574303568,-8.838580945379771,2.5234923186689153,6,4.551554116369674,-5.189165797876935,-6.69897554874568,77.48831090107349,170.8995325930018,up,shallow,2
89.33779648484632,6.2959395587676354,171.54383081309973,9.006220240180514,0.0,-103.80060747116065,138.0572880846451,0.28827724883053685,5,-6.506615583131505,30.30071664396285,-121.68515380785794,71.48248002798279,125.8327418569895,down,shallow,0
142.2677090258769,44.887615676561666,165.68558037537946,30.62213047820641,11.013501884803981,111.98141961745492,32.38990128935677,0.1990638900986721,6,-37.13515664948646,18.144589116702793,55.40814503682439,75.47439970635844,174.60531788645451,mid,shallow,1
124.1087616814971,25.428156037320253,160.39429017335092,24.094335921985426,16.363427484025344,-128.10927081945624,34.47119450761703,0.4956379673262487,6,-48.75408792641372,12.416576007909294,-82.08815546766763,80.10841819210745,167.50909325190528,mid,shallow,1
118.72529872835469,26.80768267919348,135.8948580362271,27.400015089421746,16.89207475860186,-121.3370048554539,-136.4317397494046,0.2332429971886792,5,-41.53751284130637,-20.38600063355908,-81.7976458296049,77.86267034099005,122.59705512715982,mid,shallow,1
126.7680390835768,13.966540815032001,125.08472376390228,12.080317918851327,0.6793179166283383,119.39127867217518,-152.1503328938724,0.6190016064948755,5,-40.28027635012064,-31.11276922062205,64.30920700251225,74.307965648354,130.04428453915995,mid,shallow,1
85.5740807050957,8.421832038603878,166.07787967909357,1.169811580035176,1.2649648492525334,-67.52609665836812,217.49403481310387,0.2620568418921947,5,1.9171325179804617,30.118711816181943,-103.90687089892471,72.6116704139349,126.45767911452762,down,shallow,0
90.14135902873444,24.640933155111668,169.38727546592648,1.3284863681804735,0.5568528250218294,23.064712087048104,-11.162299867006302,0.0,5,-73.83153077853169,20.906973729747623,-98.47983085871624,76.1826796897544,120.28864685853374,mid,shallow,1
94.9750396248147,32.185927103352896,120.30844344034422,20.346440426672345,31.594933148762195,-141.98475816696407,-144.52675283902175,0.3130603514610411,5,-56.360884725214014,-26.793346759348537,-93.08456709511677,74.38334296679245,125.24916699280028,mid,shallow,1
142.25698519280314,18.369832238063232,133.81719377437344,13.158176999840675,1.9796478128828268,148.84322011689355,-128.14983179449757,0.5095628095601179,5,-37.478087040625894,-25.297550380421526,86.24390173777401,74.19866098605436,126.25600724993119,mid,shallow,1
114.52260580037358,37.49722626934558,159.9651866185084,21.46473776455716,13.719068855758325,39.924994207849515,-5.589260096991731,0.0,6,-56.06509246128667,18.3293206777102,-42.8825273330704,77.29229162111544,171.1141829102191,mid,shallow,1
77.93958446103848,29.94702949371097,173.5548672644028,5.720126145811955,0.0,37.838329923589704,9.416460974397056,0.06946150216152214,5,-83.1414487848288,18.02409862629027,-12.471344829530107,73.11121346466797,127.6525767350709,mid,shallow,1
95.76754921390798,37.262627286228565,174.69778497866642,0.2357990096173942,0.7740074137942027,-21.067378629468024,-1.270126828117959,0.283342337909713,5,-80.88053773650309,18.62584397765558,9.948604435823725,73.0769691915077,122.1001699366346,mid,shallow,1
55.680944519654055,26.87982220401631,170.71589985354245,0.46928610895606493,24.718193297657056,-54.10903514496281,-22.911111059693656,1.0736071579939181,6,-118.98184777961978,0.11623188412079077,-41.72588094447043,111.1368456299774,121.3588846064365,mid,shallow,1
139.43234172723777,44.00279707335564,165.9667135483274,31.580094244700053,11.74055658929613,107.02256711027063,10.738292472070947,0.06815309681028743,6,-32.06037420419811,19.879112466974348,42.417147489696674,75.68669129953375,173.8563128916288,mid,shallow,1
143.58439727773762,29.56274206026509,166.6337198917065,25.42950297425033,6.309933541068772,-93.09960262863466,74.88744134248572,0.39712917685618543,6,-28.712935255265258,18.634638486509626,-63.63639524694074,74.4819196553016,173.55501549792024,mid,shallow,1
87.30247246438597,8.737574713621346,171.17564962549946,5.583591708914063,0.0,-84.50059373361582,105.73047998846909,0.3123977713009121,5,1.558407893234703,28.646503977199938,-129.15039187987176,74.86381774794383,120.51405050115825,down,shallow,0
162.5204035926294,22.014000449122943,136.94285575122964,16.353366132214877,0.0,159.67750108272892,-96.8510990830665,0.8173313609308706,5,-6.922788550408012,-10.995291581188091,121.10649058645105,72.51650185888637,125.07070206525752,mid,shallow,1
94.10484906246884,26.566780949627947,168.62479267725655,17.711997866493334,19.628283868286218,-94.32934700837811,-7.528567422146389,0.029242918903458932,6,25.065729066914216,-6.2749984345767835,-132.0953336295897,77.59718867140609,168.86552007153466,down,shallow,0
153.71499453106756,35.235615847326784,171.49350376082668,25.690690845058622,10.626197872240075,-69.53967599115015,70.84919385510786,0.3302139596290582,6,-25.66307304910297,12.726804593948549,-46.857821263897826,79.29391335928723,172.33988636096765,mid,shallow,1
103.82783141811667,29.901686376885245,133.20082553929203,14.716140356302308,35.34784978995737,-114.56452631531091,-113.50667485419983,0.34454198254132457,5,-63.83082181969444,-22.098648756316106,-106.00432823381884,78.33718678075,124.89991712148009,mid,shallow,1
146.47468178034075,26.968954212178794,165.38730714882996,39.56301914110721,3.2400828147334346,230.99210795853824,116.82160468352632,1.3726609751632832,6,-32.907046557134706,-5.95004413290706,170.2018424087514,103.8723767999984,122.25261814448277,mid,shallow,1
126.04097260614942,23.497848663233942,141.8923390708336,27.83155200074449,19.131743293660705,-111.53970563081944,-109.43528462704329,0.09229198173237955,5,-42.52870186884009,-14.537428347815354,-58.45607726365,76.59736509407084,124.02616505850762,mid,shallow,1
105.27281403321781,17.010561862632017,162.4536943328769,16.280170069515272,17.428650345706323,-110.184344068,-3.4444136279418887,0.09058490691041991,6,22.936520531684423,-8.916912132661857,-103.97651075677564,76.06882506787797,169.85900131989322,down,shallow,0
136.2326193546112,19.809728611128122,135.73888808795593,16.191901439330767,0.3518395197149662,129.4309569987241,-130.63374293035022,0.7177828339476652,5,-39.10717248214982,-25.013740894569708,91.45073998646946,76.08648049154174,128.08961678804448,mid,shallow,1
