elbow,elbow_flare,hip,shoulder_elevation,body_line,elbow_velocity,hip_velocity,time_in_phase,rep_number,elbow_drift,hip_drift,velocity_trend,rolling_elbow_5,rolling_hip_5,phase,form_quality,phase_enc
138.76,16.24,161.42,34.01,1.34,-85.76,-44.92,0.0,0,-31.22,-6.45,-25.52,138.76,161.42,mid,shoulder_dip,1
134.28,16.06,162.78,30.86,1.8,-100.97,-45.72,0.066,0,-35.7,-5.09,-34.8,134.28,162.78,mid,shoulder_dip,1
128.86,17.58,157.89,23.52,9.01,-119.29,-64.75,0.13,0,-41.12,-9.98,-46.14,128.86,157.89,mid,shoulder_dip,1
122.3,5.88,142.11,15.5,4.14,-140.76,-110.68,0.186,0,-47.68,-25.76,-59.8,122.3,142.11,mid,shoulder_dip,1
115.58,2.48,153.52,12.92,8.89,-162.93,-67.62,0.248,0,-54.4,-14.35,-75.75,115.58,153.52,mid,shoulder_dip,1
109.26,1.74,149.58,9.33,1.76,-173.84,-59.53,0.316,0,-60.72,-18.28,-92.88,109.26,149.58,mid,shoulder_dip,1
102.11,3.75,147.22,7.77,7.45,-184.06,-74.21,0.373,0,-67.87,-20.65,-110.1,102.11,147.22,mid,shoulder_dip,1
96.67,2.21,128.07,8.06,14.19,-182.34,-111.2,0.0,0,11.08,22.9,-125.84,96.67,128.07,down,shoulder_dip,0
92.17,3.4,109.18,2.72,21.19,-176.93,-157.97,0.047,0,6.59,4.01,-139.1,92.17,109.18,down,shoulder_dip,0
93.1,5.89,93.89,13.06,44.38,-152.2,-225.11,0.095,0,7.51,-11.28,-147.91,93.1,93.89,down,shoulder_dip,0
92.88,4.02,95.88,9.09,27.02,-137.98,-223.01,0.135,0,7.29,-9.29,-153.13,92.88,95.88,down,shoulder_dip,0
101.04,5.12,95.33,11.97,37.79,-92.75,-208.54,0.178,0,15.45,-9.84,-152.31,101.04,95.33,down,shoulder_dip,0
105.03,1.44,98.42,10.87,31.92,-57.57,-145.64,0.224,0,19.44,-6.75,-146.14,105.03,98.42,down,shoulder_dip,0
109.72,14.7,108.5,13.08,34.87,-19.56,-150.09,0.273,0,24.13,3.33,-134.02,109.72,108.5,down,shoulder_dip,0
111.51,23.57,115.98,15.6,33.0,7.48,-112.02,0.0,0,-58.48,-51.89,-116.98,111.51,115.98,mid,shoulder_dip,1
116.85,31.97,126.44,17.79,33.08,49.1,-69.29,0.044,0,-53.14,-41.43,-94.68,116.85,126.44,mid,shoulder_dip,1
116.04,32.91,131.94,19.26,31.59,64.56,12.92,0.081,0,-53.94,-35.92,-69.82,116.04,131.94,mid,shoulder_dip,1
120.91,30.78,135.73,23.55,26.74,95.8,88.51,0.135,0,-49.07,-32.14,-42.01,120.91,135.73,mid,shoulder_dip,1
128.35,29.48,138.93,28.17,25.55,117.48,150.14,0.173,0,-41.63,-28.94,-12.56,128.35,138.93,mid,shoulder_dip,1
134.86,31.16,138.73,30.36,18.92,139.93,142.85,0.222,0,-35.12,-29.14,16.65,134.86,138.73,mid,shoulder_dip,1
141.7,35.9,141.77,33.83,18.05,135.53,154.81,0.266,0,-28.28,-26.1,44.0,141.7,141.77,mid,shoulder_dip,1
147.23,30.46,147.73,36.0,16.17,140.65,164.37,0.313,0,-22.76,-20.14,67.34,147.23,147.73,mid,shoulder_dip,1
153.36,17.94368794326241,155.16,44.35,12.85,145.48,155.54,0.358,0,-16.62,-12.71,87.65,153.36,155.16,mid,shoulder_dip,1
158.36,17.94368794326241,163.85,46.33,7.73,156.19,159.55,0.406,0,-11.62,-4.02,105.22,158.36,163.85,mid,shoulder_dip,1
137.73,26.0,139.81,27.53,8.65,-92.8,-96.94,0.0,1,-32.25,-28.05,-31.7,98.66,104.18,mid,shoulder_dip,1
132.7,17.34,134.15,26.31,1.39,-110.84,-111.34,0.032,1,-37.28,-33.72,-41.88,98.66,104.18,mid,shoulder_dip,1
126.47,0.97,120.5,26.05,6.79,-131.56,-156.84,0.063,1,-43.51,-47.37,-54.22,98.66,104.18,mid,shoulder_dip,1
125.18,13.47,121.17,23.96,7.11,-133.78,-151.89,0.093,1,-44.8,-46.7,-66.8,98.66,104.18,mid,shoulder_dip,1
118.84,10.41,114.34,17.75,3.48,-153.13,-169.35,0.128,1,-51.14,-53.53,-81.17,98.66,104.18,mid,shoulder_dip,1
118.14,18.02,94.86,23.45,35.27,-143.44,-199.25,0.185,1,-51.84,-73.01,-94.46,98.66,104.18,mid,shoulder_dip,1
120.44,21.46,93.98,24.01,50.0,-119.37,-210.22,0.233,1,-49.54,-73.89,-104.26,98.66,104.18,mid,shoulder_dip,1
125.97,19.64,89.45,19.66,50.0,-80.83,-206.26,0.275,1,-44.01,-78.42,-108.88,98.66,104.18,mid,shoulder_dip,1
125.68,19.18,80.71,17.92,50.0,-62.07,-205.84,0.322,1,-44.3,-87.16,-109.87,98.66,104.18,mid,shoulder_dip,1
119.93,3.11,72.24,13.07,50.0,-59.33,-225.26,0.378,1,-50.05,-95.63,-108.72,98.66,104.18,mid,shoulder_dip,1
109.36,1.85,77.2,16.64,50.0,-77.79,-189.82,0.439,1,-60.62,-90.66,-107.22,98.66,104.18,mid,shoulder_dip,1
98.11,0.01,94.06,8.45,41.98,-94.54,-88.13,0.47,1,-71.87,-73.81,-105.58,98.66,104.18,mid,shoulder_dip,1
87.63,0.81,97.93,4.58,15.86,-125.18,-77.48,0.0,1,2.04,-7.24,-104.95,98.66,104.18,down,shoulder_dip,0
81.64,10.33,90.41,0.05,20.67,-124.01,-79.75,0.055,1,-3.95,-14.75,-103.97,98.66,104.18,down,shoulder_dip,0
91.45,5.35,94.66,8.71,44.09,-88.95,-0.66,0.122,1,5.87,-10.51,-97.55,98.66,104.18,down,shoulder_dip,0
99.79,3.1,84.15,9.77,50.0,-68.82,-32.77,0.177,1,14.21,-21.02,-90.09,98.66,104.18,down,shoulder_dip,0
102.93,2.26,90.24,11.1,47.24,-76.79,2.64,0.233,1,17.34,-14.93,-85.83,98.66,104.18,down,shoulder_dip,0
107.4,25.03,89.96,16.95,50.0,-60.93,30.84,0.28,1,21.81,-15.21,-83.84,98.66,104.18,down,shoulder_dip,0
111.48,35.5,88.35,16.89,50.0,-28.17,53.73,0.329,1,25.89,-16.81,-80.45,98.66,104.18,down,shoulder_dip,0
112.01,38.65,97.52,19.76,50.0,8.82,67.72,0.0,1,-57.98,-70.35,-73.64,98.66,104.18,mid,shoulder_dip,1
114.76,42.98,102.44,22.25,48.51,55.52,27.94,0.047,1,-55.22,-65.43,-60.3,98.66,104.18,mid,shoulder_dip,1
122.49,46.84,102.16,23.86,50.0,116.21,14.11,0.103,1,-47.49,-65.71,-39.23,98.66,104.18,mid,shoulder_dip,1
128.79,50.93,105.39,24.33,47.63,157.18,49.91,0.15,1,-41.19,-62.48,-10.99,98.66,104.18,mid,shoulder_dip,1
133.96,52.2,109.1,26.17,49.65,141.68,48.14,0.185,1,-36.02,-58.77,15.58,98.66,104.18,mid,shoulder_dip,1
138.22,54.6,114.98,27.4,50.0,128.09,102.77,0.227,1,-31.76,-52.89,37.28,98.66,104.18,mid,shoulder_dip,1
142.28,55.02,116.98,31.38,50.0,131.16,89.15,0.259,1,-27.7,-50.89,57.28,98.66,104.18,mid,shoulder_dip,1
146.3,53.03,123.36,33.45,46.65,129.66,111.33,0.292,1,-23.68,-44.51,77.92,98.66,104.18,mid,shoulder_dip,1
151.04,22.323706293706294,134.5,41.05,33.87,131.86,153.82,0.353,1,-18.95,-33.37,97.2,98.66,104.18,mid,shoulder_dip,1
155.86,22.323706293706294,143.69,44.48,26.01,146.16,153.89,0.386,1,-14.13,-24.18,114.63,98.66,104.18,mid,shoulder_dip,1
136.42,7.6,170.4,25.84,9.32,-100.3,12.44,0.0,2,-33.56,2.53,-29.43,98.07,97.5,mid,shoulder_dip,1
129.27,6.21,161.07,25.28,8.78,-126.06,-20.66,0.064,2,-40.72,-6.8,-40.48,98.07,97.5,mid,shoulder_dip,1
119.49,1.75,166.42,18.25,2.19,-158.35,-5.81,0.125,2,-50.5,-1.45,-55.34,98.07,97.5,mid,shoulder_dip,1
115.01,1.26,171.07,18.85,3.34,-173.62,6.45,0.172,2,-54.97,3.2,-72.06,98.07,97.5,mid,shoulder_dip,1
110.21,0.12,161.32,16.26,6.63,-185.05,-30.58,0.233,2,-59.77,-6.54,-90.2,98.07,97.5,mid,shoulder_dip,1
107.6,0.88,169.69,13.57,0.7,-185.81,-4.72,0.266,2,-62.38,1.82,-108.22,98.07,97.5,mid,shoulder_dip,1
103.68,0.78,172.15,4.63,0.24,-187.76,-3.04,0.0,2,18.09,66.98,-125.85,98.07,97.5,down,shoulder_dip,0
101.4,0.94,172.95,0.29,1.04,-170.55,38.34,0.054,2,15.81,67.78,-140.76,98.07,97.5,down,shoulder_dip,0
99.7,7.83,169.95,2.0,4.61,-147.74,13.2,0.108,2,14.11,64.79,-150.96,98.07,97.5,down,shoulder_dip,0
101.95,16.41,133.32,2.0,7.41,-114.9,-123.61,0.144,2,16.36,28.15,-155.01,98.07,97.5,down,shoulder_dip,0
102.32,19.59,136.57,2.17,7.72,-89.83,-81.69,0.185,2,16.73,31.4,-153.97,98.07,97.5,down,shoulder_dip,0
101.13,3.42,151.48,3.31,2.14,-61.18,-49.82,0.239,2,15.55,46.31,-147.48,98.07,97.5,down,shoulder_dip,0
101.87,2.82,157.47,2.41,1.64,-43.81,-45.34,0.277,2,16.28,52.3,-136.03,98.07,97.5,down,shoulder_dip,0
103.03,1.58,157.33,3.58,2.77,-23.94,-13.33,0.317,2,17.45,52.16,-121.06,98.07,97.5,down,shoulder_dip,0
100.89,1.42,116.14,6.02,4.69,-22.38,-178.48,0.346,2,15.3,10.97,-104.79,98.07,97.5,down,shoulder_dip,0
99.15,1.07,112.6,8.03,11.27,-15.09,-198.5,0.378,2,13.57,7.43,-87.72,98.07,97.5,down,shoulder_dip,0
102.87,19.81,96.54,5.19,16.74,4.91,-254.67,0.41,2,17.28,-8.62,-68.45,98.07,97.5,down,shoulder_dip,0
113.25,90.25,86.92,6.74,22.56,45.17,-263.3516,0.0,2,-56.73,-80.95,-46.88,98.07,97.5,mid,shoulder_dip,1
118.07,48.13,84.92,8.33,23.14,53.75,-161.34,0.047,2,-51.91,-82.95,-26.73,98.07,97.5,mid,shoulder_dip,1
130.01,52.3,92.07,10.25,24.29,92.3,-148.32,0.089,2,-39.98,-75.8,-6.01,98.07,97.5,mid,shoulder_dip,1
140.18,44.77,93.98,15.09,21.72,130.17,-191.67,0.121,2,-29.8,-73.89,15.99,98.07,97.5,mid,shoulder_dip,1
148.44,36.79,96.17,18.72,23.18,155.26,-204.33,0.155,2,-21.54,-71.7,37.63,98.07,97.5,mid,shoulder_dip,1
144.96,23.53,131.15,25.81,27.01,139.77,-87.26,0.216,2,-25.02,-36.72,55.99,98.07,97.5,mid,shoulder_dip,1
145.04,20.41,147.11,27.54,22.59,147.17,103.23,0.286,2,-24.94,-20.76,73.1,98.07,97.5,mid,shoulder_dip,1
139.81,22.89,151.19,30.52,19.29,135.5,128.63,0.337,2,-30.18,-16.68,88.89,98.07,97.5,mid,shoulder_dip,1
137.83,29.06,150.69,31.6,20.11,116.53,180.48,0.37,2,-32.15,-17.18,102.05,98.07,97.5,mid,shoulder_dip,1
136.43,30.09,154.83,32.12,16.56,77.28,226.39,0.398,2,-33.55,-13.04,109.29,98.07,97.5,mid,shoulder_dip,1
140.54,29.4,157.0,34.69,14.12,74.87,240.28,0.431,2,-29.45,-10.87,112.26,98.07,97.5,mid,shoulder_dip,1
145.92,29.28,161.0,37.29,11.2,53.05,229.76,0.46,2,-24.06,-6.87,112.19,98.07,97.5,mid,shoulder_dip,1
150.4,20.492738095238092,165.87,40.12,5.12,34.06,239.66,0.496,2,-19.58,-2.0,106.37,98.07,97.5,mid,shoulder_dip,1
153.87,20.492738095238092,168.74,42.09,2.42,18.08,241.91,0.549,2,-16.11,0.87,95.16,98.07,97.5,mid,shoulder_dip,1
145.61,17.7,173.47,32.88,3.14,-68.01,23.5,0.0,3,-24.37,5.6,-28.17,99.26,112.77,mid,hip_sag,1
140.23,15.34,174.78,30.33,2.23,-85.0,25.73,0.054,3,-29.75,6.91,-35.16,99.26,112.77,mid,hip_sag,1
134.58,13.7,168.32,28.45,0.12,-102.42,1.99,0.12,3,-35.4,0.45,-43.98,99.26,112.77,mid,hip_sag,1
131.33,11.5,164.72,28.78,5.26,-109.51,-21.66,0.177,3,-38.66,-3.15,-53.64,99.26,112.77,mid,hip_sag,1
128.45,10.53,157.62,26.36,2.72,-114.21,-41.48,0.205,3,-41.53,-10.25,-63.59,99.26,112.77,mid,hip_sag,1
125.83,8.33,146.11,25.24,3.46,-116.8,-78.14,0.236,3,-44.15,-21.76,-73.54,99.26,112.77,mid,hip_sag,1
123.24,5.08,124.56,23.82,0.06,-119.33,-149.7,0.268,3,-46.74,-43.3,-83.32,99.26,112.77,mid,hip_sag,1
119.35,2.24,121.05,20.24,0.7,-118.54,-144.45,0.3,3,-50.63,-46.82,-92.55,99.26,112.77,mid,hip_sag,1
115.89,2.86,122.79,20.02,1.75,-115.23,-139.64,0.337,3,-54.09,-45.08,-100.18,99.26,112.77,mid,hip_sag,1
112.15,2.06,132.04,17.59,5.74,-111.54,-138.12,0.38,3,-57.84,-35.83,-106.06,99.26,112.77,mid,hip_sag,1
108.0,1.15,141.41,14.92,9.44,-107.41,-111.21,0.41,3,-61.98,-26.46,-110.0,99.26,112.77,mid,hip_sag,1
103.87,1.42,139.74,13.9,13.87,-102.38,-95.26,0.0,3,18.28,34.57,-111.74,99.26,112.77,down,hip_sag,0
98.33,11.28,131.41,5.45,12.97,-109.98,-111.03,0.068,3,12.74,26.24,-112.49,99.26,112.77,down,hip_sag,0
92.75,2.2,123.84,0.19,14.4,-119.02,-112.59,0.127,3,7.16,18.67,-113.44,99.26,112.77,down,hip_sag,0
87.59,3.8,102.87,4.17,12.62,-127.45,-144.14,0.18,3,2.01,-2.3,-114.77,99.26,112.77,down,hip_sag,0
83.8,1.62,109.02,1.27,12.26,-131.48,-51.83,0.223,3,-1.79,3.85,-116.24,99.26,112.77,down,hip_sag,0
82.31,1.03,112.19,0.04,11.16,-123.48,-29.55,0.278,3,-3.28,7.02,-116.65,99.26,112.77,down,hip_sag,0
81.94,0.03,98.02,2.19,14.73,-113.17,-82.57,0.317,3,-3.64,-7.15,-116.11,99.26,112.77,down,hip_sag,0
82.04,0.66,112.16,0.38,11.18,-100.35,-66.25,0.376,3,-3.55,6.99,-114.63,99.26,112.77,down,hip_sag,0
84.48,3.99,102.53,2.05,14.29,-78.42,-129.61,0.418,3,-1.11,-2.64,-111.31,99.26,112.77,down,hip_sag,0
87.12,4.27,97.4,3.62,20.93,-55.84,-141.12,0.476,3,1.53,-7.76,-106.16,99.26,112.77,down,hip_sag,0
90.65,7.96,86.38,6.87,28.78,-25.62,-150.09,0.542,3,5.06,-18.79,-98.48,99.26,112.77,down,hip_sag,0
99.89,20.48,91.96,12.69,31.24,23.81,-106.28,0.0,3,-70.09,-75.91,-85.1,99.26,112.77,mid,hip_sag,1
107.83,22.69,87.11,13.72,44.99,67.45,-52.54,0.041,3,-62.15,-80.76,-66.45,99.26,112.77,mid,hip_sag,1
112.49,15.42,83.9,17.84,50.0,95.65,-83.74,0.081,3,-57.49,-83.97,-44.14,99.26,112.77,mid,hip_sag,1
116.98,16.1,88.29,19.04,44.16,115.57,-79.65,0.135,3,-53.0,-79.57,-19.44,99.26,112.77,mid,hip_sag,1
117.61,7.21,99.03,21.91,36.82,118.9,3.38,0.173,3,-52.37,-68.84,4.8,99.26,112.77,mid,hip_sag,1
115.34,9.28,106.23,24.7,33.81,111.0,-19.76,0.228,3,-54.64,-61.64,27.21,99.26,112.77,mid,hip_sag,1
115.31,14.08,109.3,27.77,29.63,102.77,22.58,0.263,3,-54.67,-58.57,47.53,99.26,112.77,mid,hip_sag,1
118.22,17.64,126.66,30.61,23.32,103.67,97.53,0.325,3,-51.77,-41.2,65.74,99.26,112.77,mid,hip_sag,1
125.15,31.02,143.46,34.93,19.04,115.03,190.26,0.389,3,-44.83,-24.41,82.82,99.26,112.77,mid,hip_sag,1
133.92,27.54,155.91,37.63,13.65,113.41,213.18,0.451,3,-36.07,-11.96,96.72,99.26,112.77,mid,hip_sag,1
142.09,26.8,163.46,39.28,10.01,114.2,254.51,0.51,3,-27.89,-4.41,105.76,99.26,112.77,mid,hip_sag,1
148.97,23.63,172.41,43.21,3.6,121.58,255.83999999999986,0.544,3,-21.02,4.54,111.18,99.26,112.77,mid,hip_sag,1
156.44,16.41671875,176.64,45.32,0.69,131.52,255.83999999999986,0.592,3,-13.55,8.77,114.76,99.26,112.77,mid,hip_sag,1
160.51,16.41671875,179.68,48.97,4.32,142.98,255.83999999999986,0.649,3,-9.48,11.81,117.51,99.26,112.77,mid,hip_sag,1
138.22,5.06,138.26,59.3,18.04,-96.88,-63.98,0.0,4,-31.76,-29.61,-33.93,96.6,112.2,mid,fatigue_hip_sag,1
130.29,1.45,132.45,46.17,9.51,-123.09,-83.93,0.048,4,-39.69,-35.42,-45.02,96.6,112.2,mid,fatigue_hip_sag,1
124.66,2.24,121.47,44.45,15.05,-141.01,-119.18,0.092,4,-45.32,-46.4,-57.89,96.6,112.2,mid,fatigue_hip_sag,1
121.22,3.5,110.34,50.83,33.82,-149.3,-152.6,0.139,4,-48.76,-57.53,-71.62,96.6,112.2,mid,fatigue_hip_sag,1
122.94,12.85,99.55,44.34,41.74,-138.46,-187.98,0.171,4,-47.04,-68.32,-84.13,96.6,112.2,mid,fatigue_hip_sag,1
124.45,9.29,105.6,32.82,24.66,-127.52,-170.65,0.218,4,-45.53,-62.27,-95.3,96.6,112.2,mid,fatigue_hip_sag,1
125.74,6.57,109.91,23.48,8.98,-108.49,-157.0,0.266,4,-44.24,-57.96,-104.18,96.6,112.2,mid,fatigue_hip_sag,1
123.32,0.25,124.11,20.2,1.01,-96.09,-77.12,0.31,4,-46.66,-43.76,-110.59,96.6,112.2,mid,fatigue_hip_sag,1
120.59,1.34,125.77,16.52,3.58,-82.27,-56.28,0.339,4,-49.39,-42.1,-113.69,96.6,112.2,mid,fatigue_hip_sag,1
112.51,0.84,112.7,13.54,11.12,-85.69,-85.22,0.374,4,-57.47,-55.17,-114.88,96.6,112.2,mid,fatigue_hip_sag,1
106.77,0.04,99.16,12.01,24.66,-78.41,-110.96,0.406,4,-63.21,-68.71,-113.03,96.6,112.2,mid,fatigue_hip_sag,1
103.82,1.82,93.84,7.02,31.46,-69.49,-92.11,0.0,4,18.23,-11.33,-107.67,96.6,112.2,down,fatigue_hip_sag,0
105.44,1.54,108.67,10.17,12.54,-52.58,-5.54,0.047,4,19.86,3.51,-98.83,96.6,112.2,down,fatigue_hip_sag,0
107.39,0.32,103.01,11.73,17.69,-51.83,11.51,0.092,4,21.8,-2.16,-89.08,96.6,112.2,down,fatigue_hip_sag,0
110.95,0.17,99.68,13.3,22.93,-44.99,-19.73,0.124,4,25.36,-5.49,-79.74,96.6,112.2,down,fatigue_hip_sag,0
114.28,0.32,94.6,4.07,0.0,-38.19,-51.03,0.155,4,28.69,-10.57,-70.8,96.6,112.2,down,fatigue_hip_sag,0
116.96,5.75,92.06,17.06,36.99,-21.2,-106.82,0.202,4,31.38,-13.11,-62.07,96.6,112.2,down,fatigue_hip_sag,0
118.35,2.96,94.41,23.5,45.79,-7.46,-104.51,0.251,4,32.76,-10.75,-53.21,96.6,112.2,down,fatigue_hip_sag,0
120.41,0.34,96.52,27.31,47.54,26.33,-53.94,0.0,4,-49.57,-71.35,-42.35,96.6,112.2,mid,fatigue_hip_sag,1
122.54,1.27,97.48,31.14,50.0,52.55,-5.62,0.035,4,-47.45,-70.39,-28.53,96.6,112.2,mid,fatigue_hip_sag,1
131.27,16.6,91.3,24.0,44.66,91.51,-8.46,0.082,4,-38.71,-76.57,-11.54,96.6,112.2,mid,fatigue_hip_sag,1
140.36,31.76,90.52,18.78,46.87,116.4,-60.52,0.127,4,-29.62,-77.35,7.05,96.6,112.2,mid,fatigue_hip_sag,1
146.96,25.71,101.82,24.81,39.4,131.9,-3.95,0.177,4,-23.02,-66.05,25.5,96.6,112.2,mid,fatigue_hip_sag,1
148.76,17.9,106.13,33.0,48.27,126.01,21.52,0.217,4,-21.23,-61.74,43.28,96.6,112.2,mid,fatigue_hip_sag,1
152.88,9.837931034482759,109.29,36.08,39.83,128.66,48.98,0.253,4,-17.1,-58.58,60.65,96.6,112.2,mid,fatigue_hip_sag,1
149.28,23.76,127.81,35.93,29.13,107.72,119.17,0.296,4,-20.7,-40.06,75.24,96.6,112.2,mid,fatigue_hip_sag,1
144.86,25.6,133.46,37.53,24.64,88.36,130.14,0.327,4,-25.12,-34.41,86.2,96.6,112.2,mid,fatigue_hip_sag,1
144.01,26.6,144.99,37.51,21.06,78.66,161.57,0.361,4,-25.97,-22.88,94.81,96.6,112.2,mid,fatigue_hip_sag,1
147.56,27.63,150.97,38.48,18.01,83.42,178.3,0.393,4,-22.42,-16.9,100.52,96.6,112.2,mid,fatigue_hip_sag,1
149.94,31.82,153.53,40.08,16.48,62.23,207.44,0.44,4,-20.04,-14.34,101.49,96.6,112.2,mid,fatigue_hip_sag,1
152.73,9.837931034482759,156.34,42.26,14.7,41.23,219.39,0.484,4,-17.25,-11.53,96.46,96.6,112.2,mid,fatigue_hip_sag,1
155.89,9.837931034482759,159.49,43.74,13.91,29.75,192.24,0.521,4,-14.09,-8.38,87.79,96.6,112.2,mid,fatigue_hip_sag,1
167.22,8.553181818181818,127.1,44.77,41.76,-6.95,-18.04,0.484,5,-2.76,-40.76,-4.53,99.48,109.37,mid,fatigue_hip_sag,1
166.35,8.553181818181818,127.43,44.47,41.25,-12.89,-13.16,0.512,5,-3.63,-40.44,-4.43,99.48,109.37,mid,fatigue_hip_sag,1
166.07,8.553181818181818,126.18,43.75,42.9,-17.05,-9.52,0.551,5,-3.91,-41.69,-5.08,99.48,109.37,mid,fatigue_hip_sag,1
165.95,8.553181818181818,126.26,43.86,42.84,-16.84,0.29,0.587,5,-4.04,-41.61,-6.11,99.48,109.37,mid,fatigue_hip_sag,1
166.93,8.553181818181818,126.13,43.82,42.86,-11.14,0.8,0.638,5,-3.05,-41.74,-6.76,99.48,109.37,mid,fatigue_hip_sag,1
167.92,8.553181818181818,126.61,44.19,42.17,-6.39,2.65,0.693,5,-2.06,-41.25,-7.04,99.48,109.37,mid,fatigue_hip_sag,1
169.04,8.553181818181818,126.9,44.27,41.45,-1.3,-0.41,0.728,5,-0.94,-40.97,-7.15,99.48,109.37,mid,fatigue_hip_sag,1
169.78,8.553181818181818,125.99,44.38,40.97,3.77,-2.08,0.777,5,-0.2,-41.88,-6.97,99.48,109.37,mid,fatigue_hip_sag,1
170.03,8.553181818181818,125.46,45.66,40.91,6.69,-4.99,0.819,5,0.04,-42.41,-6.47,99.48,109.37,mid,fatigue_hip_sag,1
170.29,8.553181818181818,125.65,46.78,39.31,10.21,-4.86,0.855,5,0.3,-42.22,-5.19,99.48,109.37,mid,fatigue_hip_sag,1
170.59,8.553181818181818,126.24,47.63,37.12,14.12,-3.95,0.909,5,0.61,-41.63,-3.08,99.48,109.37,mid,fatigue_hip_sag,1
142.16,16.15,166.57,35.05,5.69,-78.98,-6.28,0.0,5,-27.82,-1.3,-29.5,99.48,109.37,mid,fatigue_hip_sag,1
138.23,12.36,162.22,35.76,1.3,-90.8,-21.65,0.033,5,-31.75,-5.65,-38.15,99.48,109.37,mid,fatigue_hip_sag,1
134.13,8.97,151.84,32.44,7.21,-102.85,-58.44,0.067,5,-35.85,-16.03,-47.9,99.48,109.37,mid,fatigue_hip_sag,1
130.49,8.95,153.46,31.62,2.68,-111.11,-52.33,0.111,5,-39.49,-14.41,-58.35,99.48,109.37,mid,fatigue_hip_sag,1
126.42,3.62,133.45,29.53,6.44,-118.44,-116.64,0.142,5,-43.56,-34.42,-69.18,99.48,109.37,mid,fatigue_hip_sag,1
122.32,0.93,122.73,23.64,6.76,-122.01,-136.07,0.173,5,-47.66,-45.14,-79.76,99.48,109.37,mid,fatigue_hip_sag,1
117.08,5.41,119.83,21.26,8.38,-127.98,-151.9,0.205,5,-52.9,-48.04,-89.97,99.48,109.37,mid,fatigue_hip_sag,1
113.16,6.46,115.25,19.67,7.3,-127.97,-175.37,0.235,5,-56.82,-52.62,-99.13,99.48,109.37,mid,fatigue_hip_sag,1
110.24,11.06,113.22,14.15,13.28,-124.09,-187.25,0.266,5,-59.74,-54.65,-106.64,99.48,109.37,mid,fatigue_hip_sag,1
108.59,11.51,106.15,12.17,6.62,-111.92,-201.4,0.0,5,23.0,0.98,-111.62,99.48,109.37,down,fatigue_hip_sag,0
104.23,6.85,90.3,1.32,8.25,-113.35,-239.72,0.031,5,18.64,-14.87,-115.05,99.48,109.37,down,fatigue_hip_sag,0
101.27,3.76,82.92,0.84,18.12,-109.53,-229.75,0.062,5,15.69,-22.25,-116.92,99.48,109.37,down,fatigue_hip_sag,0
98.06,4.51,90.87,4.15,14.67,-108.09,-208.62,0.095,5,12.47,-14.29,-117.45,99.48,109.37,down,fatigue_hip_sag,0
92.37,2.98,81.07,1.77,20.01,-113.51,-174.61,0.15,5,6.78,-24.1,-117.69,99.48,109.37,down,fatigue_hip_sag,0
86.92,0.83,97.0,0.36,14.73,-117.99,-85.75,0.2,5,1.34,-8.17,-117.64,99.48,109.37,down,fatigue_hip_sag,0
87.96,5.14,92.96,3.28,11.59,-97.09,-89.56,0.243,5,2.37,-12.21,-115.15,99.48,109.37,down,fatigue_hip_sag,0
94.21,10.08,79.62,0.05,12.25,-63.16,-118.78,0.293,5,8.63,-25.55,-108.67,99.48,109.37,down,fatigue_hip_sag,0
102.29,18.53,83.58,2.71,9.17,-26.5,-98.79,0.329,5,16.7,-21.59,-98.52,99.48,109.37,down,fatigue_hip_sag,0
114.48,17.56,77.35,2.81,10.57,19.65,-95.97,0.0,5,-55.5,-90.51,-84.15,99.48,109.37,mid,fatigue_hip_sag,1
127.09,16.76,82.18,1.08,22.41,76.2,-27.06,0.037,5,-42.9,-85.69,-65.34,99.48,109.37,mid,fatigue_hip_sag,1
138.88,11.25,90.42,4.54,34.36,125.34,25.0,0.074,5,-31.11,-77.45,-41.47,99.48,109.37,mid,fatigue_hip_sag,1
147.44,4.5,73.22,5.97,4.15,164.6,-58.83,0.106,5,-22.54,-94.64,-14.05,99.48,109.37,mid,fatigue_hip_sag,1
155.86,8.553181818181818,66.68,7.65,22.66,211.65,-47.97,0.145,5,-14.12,-101.19,17.92,99.48,109.37,mid,fatigue_hip_sag,1
161.2,8.553181818181818,71.49,9.05,26.46,226.84560000000002,-85.04,0.192,5,-8.78,-96.38,54.03,99.48,109.37,mid,fatigue_hip_sag,1
142.76,12.55,167.23,35.37,5.34,-104.65,4.15,0.0,6,-27.22,-0.64,-32.18,99.22,106.41,mid,fatigue_hip_sag,1
138.6,11.86,169.08,34.46,3.58,-114.86,3.87,0.042,6,-31.38,1.21,-44.95,99.22,106.41,mid,fatigue_hip_sag,1
135.73,11.84,168.1,33.33,1.26,-120.93,-6.93,0.075,6,-34.25,0.23,-57.93,99.22,106.41,mid,fatigue_hip_sag,1
131.3,4.25,137.84,38.1,6.01,-130.8,-117.85,0.106,6,-38.69,-30.03,-71.39,99.22,106.41,mid,fatigue_hip_sag,1
127.84,0.23,114.46,47.32,32.35,-137.21,-198.77,0.138,6,-42.14,-53.41,-84.72,99.22,106.41,mid,fatigue_hip_sag,1
128.59,4.09,113.37,36.38,28.72,-122.77,-221.11,0.192,6,-41.39,-54.5,-95.84,99.22,106.41,mid,fatigue_hip_sag,1
